idFrom,idTo,vehicleType,month,day,hour,minute,holiday,vacation,temperature,pType,secondsDelay
3,2,1,7,1,18,54,0,1,29,0,107
2,17,1,2,6,12,48,0,0,-13,0,236
17,20,1,1,6,11,56,0,0,9,0,172
8,14,2,2,4,13,24,0,1,-2,0,225
14,15,1,3,7,11,35,0,0,0,0,171
16,21,0,10,3,8,6,0,0,12,0,299
21,9,0,2,7,19,15,0,0,3,2,144
6,5,1,11,3,6,32,0,0,1,0,124
5,8,2,12,5,18,31,0,1,-6,0,205
8,11,0,1,7,15,40,0,0,0,0,199
11,13,0,8,1,22,51,0,1,38,1,174
12,10,2,2,4,6,32,0,0,-16,0,153
10,9,1,4,5,6,14,1,0,24,2,168
9,4,0,4,7,22,9,0,0,18,1,151
4,7,1,1,3,12,27,0,1,-10,2,136
19,18,2,9,1,8,15,0,0,18,0,204
18,1,2,6,7,13,33,0,0,38,2,154
1,8,2,7,5,13,10,0,1,34,0,182
9,3,0,12,2,7,29,0,0,-9,0,196
3,2,0,12,6,8,46,0,0,1,0,113
2,17,0,4,1,13,28,1,0,18,0,183
17,20,2,4,7,11,26,0,0,20,2,163
8,14,0,2,7,22,5,0,0,-2,0,211
14,15,0,7,4,9,20,0,1,27,0,156
16,21,2,7,5,11,27,0,1,32,1,252
21,9,1,1,7,21,20,0,0,3,0,134
6,5,2,2,1,13,2,0,0,-18,2,136
5,8,2,3,6,8,0,0,0,-13,0,204
8,11,2,7,6,19,11,0,0,36,1,188
11,13,2,7,7,14,23,0,0,39,0,180
12,10,2,11,2,16,3,0,0,-16,2,167
10,9,1,9,3,9,44,0,1,13,1,203
9,4,2,10,6,16,48,0,0,24,1,168
4,7,0,12,6,6,24,0,0,-8,2,131
19,18,1,3,3,19,12,0,0,-2,2,200
18,1,1,2,2,11,15,0,0,-14,0,161
1,8,2,3,5,11,13,0,0,-15,0,207
9,3,0,11,3,17,35,0,0,-5,0,205
3,2,2,12,6,20,49,0,0,-23,2,114
2,17,0,3,6,14,57,0,0,-21,2,230
17,20,1,3,2,22,29,0,0,1,0,167
8,14,1,8,2,19,39,0,1,30,0,218
14,15,0,6,4,21,22,0,1,35,0,148
16,21,1,10,5,13,14,0,0,15,1,275
21,9,0,8,6,11,40,0,0,26,1,134
6,5,1,9,4,13,58,0,1,25,2,123
5,8,0,11,7,15,14,0,0,-15,2,217
8,11,1,1,7,8,28,0,0,-7,2,209
11,13,2,3,2,17,29,0,0,-9,0,206
12,10,1,8,2,11,58,0,1,31,1,164
10,9,1,12,5,11,12,1,0,-20,0,186
9,4,0,12,6,6,16,0,0,-13,2,152
4,7,1,10,6,22,16,0,0,20,1,123
19,18,1,3,6,14,41,0,0,-23,2,205
18,1,2,5,5,21,5,0,0,22,0,144
1,8,0,6,1,20,56,0,1,29,1,201
9,3,2,4,5,9,26,1,0,18,0,156
3,2,1,11,5,15,12,0,0,-21,0,113
2,17,2,5,5,11,15,0,0,13,1,226
17,20,2,5,1,11,22,0,0,15,0,146
8,14,2,7,4,8,24,0,1,34,1,272
14,15,1,3,6,9,11,0,0,-6,2,200
16,21,1,3,7,18,25,0,0,-11,2,294
21,9,2,3,1,21,20,0,0,5,1,152
6,5,1,4,5,22,21,1,0,23,2,105
5,8,1,12,3,12,49,0,0,-21,0,209
8,11,1,6,3,21,48,0,0,31,0,199
11,13,2,2,5,17,35,0,1,-21,2,207
12,10,1,4,1,16,45,0,0,18,1,184
10,9,0,8,4,10,37,0,1,39,0,173
9,4,2,9,5,20,39,0,1,16,1,160
4,7,2,7,6,16,59,0,0,28,2,140
19,18,2,7,7,12,15,0,0,31,0,172
18,1,1,11,6,9,47,0,0,-2,2,187
1,8,2,2,6,9,24,0,0,-14,2,213
9,3,2,6,3,12,11,0,1,32,2,175
3,2,1,7,3,18,1,0,1,39,1,115
2,17,0,7,4,10,3,0,1,26,1,215
17,20,2,1,6,10,38,0,0,-2,0,161
8,14,1,10,7,18,59,0,0,21,0,239
14,15,2,12,6,16,22,0,0,-11,0,163
16,21,2,7,3,18,31,0,1,35,0,258
21,9,2,4,5,19,0,1,0,21,1,104
6,5,1,12,4,17,23,0,0,-14,0,156
5,8,1,9,5,11,12,0,0,10,0,206
8,11,0,8,2,6,45,0,1,31,2,189
11,13,2,10,3,21,6,0,0,13,0,170
12,10,0,4,4,9,18,1,0,16,2,136
10,9,1,5,2,16,51,0,0,12,1,223
9,4,2,1,2,15,13,0,1,-25,0,139
4,7,2,4,7,21,21,0,0,16,1,127
19,18,2,4,7,20,37,0,0,18,2,187
18,1,2,5,6,20,1,0,0,21,0,139
1,8,2,4,3,21,34,0,1,19,1,188
9,3,1,10,4,9,36,0,0,11,1,196
3,2,0,12,7,9,0,0,0,-6,2,114
2,17,2,3,5,9,29,0,0,4,0,212
17,20,2,11,4,18,37,0,0,6,2,191
8,14,0,2,1,16,19,0,1,-7,2,249
14,15,1,8,7,18,8,0,0,34,1,200
16,21,0,12,1,12,22,1,0,-15,0,235
21,9,2,3,6,10,52,0,0,7,1,146
6,5,2,2,2,20,11,0,1,1,0,120
5,8,0,11,5,17,18,0,0,-4,0,241
8,11,2,8,6,11,27,0,0,28,2,208
11,13,0,10,3,10,19,0,0,19,1,178
12,10,1,9,7,10,12,0,0,13,0,149
10,9,1,6,4,14,42,0,0,36,1,211
9,4,0,5,4,12,53,0,0,11,0,176
4,7,2,5,3,17,6,0,0,18,0,125
19,18,2,12,2,14,37,1,0,-12,0,154
18,1,1,1,3,12,23,1,0,-12,0,153
1,8,1,7,2,9,31,0,1,26,2,227
9,3,1,2,4,6,59,0,0,5,2,174
3,2,0,6,1,9,38,0,1,38,2,113
2,17,2,3,3,18,47,0,0,-3,0,240
17,20,2,10,1,7,26,0,0,19,2,165
8,14,2,6,3,6,2,0,1,32,2,211
14,15,2,3,3,6,48,0,0,-7,2,169
16,21,2,12,5,12,17,1,0,2,0,232
21,9,0,4,6,10,6,0,0,11,0,124
6,5,2,7,1,21,25,0,1,33,0,120
5,8,2,10,5,20,48,0,0,25,2,219
8,11,2,6,1,21,51,0,0,32,0,178
11,13,2,7,7,8,26,0,0,39,1,185
12,10,0,7,5,18,3,0,1,32,2,154
10,9,1,6,3,20,36,0,0,32,0,209
9,4,2,4,7,7,28,0,0,21,1,165
4,7,1,4,7,21,56,0,0,16,0,127
19,18,1,7,5,21,6,0,1,27,1,179
18,1,2,4,2,10,35,1,0,10,1,136
1,8,2,4,5,10,26,1,0,21,0,171
9,3,1,2,7,7,25,0,0,-20,2,177
3,2,0,7,7,17,28,0,0,35,0,113
2,17,1,10,2,21,5,0,0,17,1,226
17,20,2,4,6,6,34,0,0,11,2,160
8,14,2,5,4,20,50,0,0,13,2,249
14,15,0,8,1,21,33,0,1,40,1,162
16,21,1,6,2,8,18,0,1,34,2,290
21,9,2,10,1,8,27,0,0,13,2,170
6,5,0,2,3,15,55,0,0,-19,2,150
5,8,0,2,4,18,17,0,1,7,1,218
8,11,0,8,4,10,1,0,1,35,0,176
11,13,2,2,6,13,35,0,0,-22,2,201
12,10,0,9,2,17,37,0,0,17,1,174
10,9,0,1,4,8,58,0,1,-5,2,203
9,4,1,9,4,19,46,0,0,20,0,164
4,7,2,6,2,7,53,0,0,34,1,129
19,18,1,9,2,12,38,0,0,14,2,214
18,1,1,12,1,21,59,1,0,-9,0,135
1,8,1,3,3,18,26,0,0,-7,0,272
9,3,1,4,7,10,15,0,0,21,0,151
3,2,2,8,2,16,50,0,1,29,1,126
2,17,0,7,3,6,36,0,1,34,0,196
17,20,2,4,5,8,0,1,0,21,0,144
8,14,2,12,4,7,1,0,0,9,1,273
14,15,1,6,3,11,32,0,0,32,0,178
16,21,2,10,2,7,54,0,0,11,0,294
21,9,2,10,1,9,14,0,0,24,2,124
6,5,2,2,6,11,34,0,0,2,1,123
5,8,2,1,2,13,7,1,0,-5,0,180
8,11,1,1,3,17,29,0,0,1,2,211
11,13,2,11,2,6,26,0,0,-13,0,190
12,10,2,10,3,19,55,0,0,25,2,176
10,9,2,7,4,10,5,0,1,35,1,163
9,4,0,6,3,10,18,0,0,35,0,163
4,7,0,6,5,13,8,0,0,33,0,114
19,18,1,8,4,15,33,0,1,37,2,193
18,1,0,6,2,14,30,0,0,39,0,153
1,8,0,3,1,12,30,0,0,-9,0,219
9,3,0,1,6,12,46,0,0,-8,0,158
3,2,0,1,5,6,16,0,1,-18,0,95
2,17,0,7,2,20,40,0,1,33,1,218
17,20,1,4,5,21,59,0,0,17,1,158
8,14,0,7,3,12,52,0,1,28,1,232
14,15,2,7,6,9,15,0,0,38,2,159
16,21,1,1,3,15,47,0,1,4,2,287
21,9,0,3,4,20,48,0,0,-8,0,139
6,5,1,5,6,12,19,0,0,20,2,126
5,8,2,2,1,22,55,0,0,8,2,228
8,11,2,6,4,21,0,0,0,27,1,185
11,13,0,10,2,8,34,0,0,23,0,183
12,10,0,2,4,13,48,0,0,-4,2,155
10,9,0,1,2,18,37,1,0,-8,0,195
9,4,0,4,3,14,57,0,1,15,1,168
4,7,0,4,2,18,44,1,0,13,1,143
19,18,2,2,7,11,57,0,0,2,1,194
18,1,0,4,6,15,23,0,0,20,0,140
1,8,0,7,3,15,33,0,1,39,0,189
9,3,0,7,1,7,12,0,1,26,0,172
3,2,2,7,1,17,19,0,1,36,1,112
2,17,0,6,3,13,23,0,0,40,0,211
17,20,2,7,5,9,8,0,1,27,0,137
8,14,1,9,7,14,15,0,0,13,0,232
14,15,0,5,1,16,55,0,0,15,1,172
16,21,1,12,4,20,14,0,1,-22,2,287
21,9,2,12,4,11,21,0,1,2,0,136
6,5,2,2,3,13,18,0,1,-22,2,128
5,8,2,12,5,9,45,0,0,-15,2,246
8,11,0,11,6,21,36,0,0,-10,2,204
11,13,1,3,6,14,20,0,0,-9,0,191
12,10,0,6,3,15,44,0,0,38,0,157
10,9,0,4,1,17,31,1,0,14,0,179
9,4,2,8,7,19,29,0,0,26,0,150
4,7,2,5,1,8,52,0,0,22,0,130
19,18,2,5,6,12,33,0,0,22,1,178
18,1,1,4,1,7,5,0,1,10,2,180
1,8,2,9,4,18,27,0,1,25,0,195
9,3,0,3,3,17,6,0,0,-20,0,189
3,2,0,6,7,21,30,0,0,32,1,103
2,17,2,1,5,7,46,0,0,9,0,260
17,20,0,1,2,10,46,0,0,-5,2,182
8,14,2,7,7,9,37,0,0,28,1,248
14,15,0,2,3,9,20,0,1,-15,0,189
16,21,0,9,7,10,26,0,0,18,0,249
21,9,2,4,7,10,54,0,0,11,0,125
6,5,0,4,1,22,55,1,0,14,2,102
5,8,2,1,3,12,44,0,1,-18,2,233
8,11,1,7,3,6,22,0,1,30,0,184
11,13,0,4,1,22,35,1,0,21,1,183
12,10,2,12,5,22,5,1,0,7,1,138
10,9,1,7,4,16,36,0,1,27,2,199
9,4,0,8,7,9,21,0,0,28,1,180
4,7,2,12,6,6,9,0,0,-4,0,115
19,18,0,2,7,15,30,0,0,-17,2,197
18,1,1,7,1,8,32,0,1,31,2,181
1,8,2,5,1,14,12,0,0,15,0,192
9,3,2,2,7,17,46,0,0,-8,2,193
3,2,2,9,1,10,55,0,0,11,0,111
2,17,0,10,2,6,26,0,0,16,2,213
17,20,0,3,4,15,53,0,0,-2,0,159
8,14,0,7,7,16,14,0,0,39,1,240
14,15,1,2,6,20,11,0,0,-8,2,168
16,21,2,3,3,15,17,0,0,-14,0,286
21,9,0,6,2,8,37,0,1,39,2,148
6,5,2,6,4,22,0,0,1,39,2,126
5,8,0,7,3,22,18,0,1,27,1,185
8,11,1,9,1,6,13,0,1,13,2,200
11,13,1,6,4,8,12,0,1,33,2,206
12,10,0,8,3,8,25,0,1,37,1,168
10,9,2,10,2,19,53,0,0,15,0,193
9,4,1,12,7,14,52,0,0,-12,0,195
4,7,2,7,1,22,28,0,1,29,0,117
19,18,0,4,6,17,58,0,0,19,1,218
18,1,2,11,7,20,1,0,0,6,0,156
1,8,0,6,4,12,24,0,1,35,1,197
9,3,0,5,7,11,43,0,0,25,1,168
3,2,1,9,5,14,49,0,1,16,1,107
2,17,0,8,5,14,13,0,1,38,1,212
17,20,1,6,6,10,2,0,0,26,1,151
8,14,2,9,6,6,17,0,0,15,1,221
14,15,1,2,5,20,11,0,0,2,0,168
16,21,2,1,7,22,31,0,0,6,2,277
21,9,0,12,4,9,49,1,0,0,0,135
6,5,0,10,2,22,26,0,0,13,2,127
5,8,0,5,5,12,59,0,0,10,0,207
8,11,1,7,3,15,42,0,1,38,0,179
11,13,0,12,2,8,8,0,1,-11,0,182
12,10,0,2,1,20,16,0,0,3,1,170
10,9,1,4,1,11,53,0,0,12,2,221
9,4,0,8,6,22,24,0,0,32,1,162
4,7,1,11,5,16,48,0,0,-10,2,153
19,18,2,5,6,17,57,0,0,15,0,198
18,1,0,4,3,8,47,1,0,18,1,189
1,8,1,12,5,18,22,1,0,-8,2,204
9,3,2,12,4,10,6,1,0,-14,0,148
3,2,1,9,6,13,42,0,0,10,1,103
2,17,0,1,7,11,47,0,0,-24,0,228
17,20,0,8,5,20,11,0,1,37,0,147
8,14,0,7,6,8,35,0,0,40,1,259
14,15,0,1,7,17,37,0,0,3,0,181
16,21,2,2,1,22,28,0,1,1,0,241
21,9,0,6,5,18,22,0,0,30,2,138
6,5,2,7,2,18,39,0,1,29,0,130
5,8,0,8,5,19,52,0,1,28,2,202
8,11,2,10,1,21,11,0,0,17,1,173
11,13,0,3,6,12,25,0,0,-6,2,190
12,10,2,2,4,16,24,0,0,-6,2,177
10,9,1,9,5,16,27,0,1,23,1,198
9,4,0,4,3,22,54,0,0,16,0,150
4,7,0,10,3,16,51,0,0,23,1,148
19,18,1,12,7,22,53,0,0,0,0,211
18,1,2,11,2,14,51,0,0,-23,0,155
1,8,1,4,1,6,38,0,1,11,0,194
9,3,0,10,2,16,50,0,0,17,0,182
3,2,0,10,3,17,36,0,0,18,1,118
2,17,1,10,1,8,13,0,0,24,2,242
17,20,1,2,6,13,39,0,0,-12,0,150
8,14,2,12,3,19,26,1,0,-6,0,215
14,15,0,7,3,18,10,0,1,35,2,171
16,21,2,6,5,17,11,0,1,26,2,273
21,9,1,9,2,11,49,0,1,23,1,144
6,5,1,4,1,11,58,1,0,21,2,115
5,8,1,10,1,7,22,0,0,13,0,236
8,11,1,3,4,21,21,0,0,3,0,203
11,13,1,3,3,22,39,0,0,-8,2,220
12,10,1,9,6,17,6,0,0,16,2,161
10,9,2,10,3,9,3,0,0,14,1,194
9,4,0,12,5,16,14,0,0,-5,2,197
4,7,2,11,7,14,34,0,0,-22,2,135
19,18,1,1,6,8,22,0,0,-7,0,201
18,1,2,6,6,7,50,0,0,30,2,161
1,8,0,2,4,18,34,0,1,9,0,226
9,3,0,1,6,11,8,0,0,0,0,165
3,2,1,9,4,7,12,0,0,13,1,112
2,17,2,9,1,6,59,0,0,17,0,215
17,20,2,11,7,21,22,0,0,-13,2,153
8,14,1,12,5,21,17,1,0,-16,0,187
14,15,2,6,5,12,30,0,0,33,2,185
16,21,1,3,7,6,46,0,0,7,1,282
21,9,1,10,5,21,22,0,0,16,1,147
6,5,2,4,7,18,16,0,0,14,0,130
5,8,1,2,4,13,20,0,1,-24,2,240
8,11,1,5,2,7,10,0,0,12,2,200
11,13,1,2,2,6,31,0,0,2,1,225
12,10,1,7,7,12,3,0,0,30,1,162
10,9,2,9,5,6,29,0,1,24,0,155
9,4,2,12,7,11,30,0,0,3,1,162
4,7,0,7,5,14,40,0,1,26,0,117
19,18,1,11,5,9,14,0,0,2,2,207
18,1,0,8,6,21,58,0,0,26,0,147
1,8,1,3,6,14,10,0,0,-1,2,224
9,3,2,5,7,19,11,0,0,22,0,157
3,2,0,11,1,10,19,0,0,-7,2,114
2,17,1,6,2,7,55,0,0,34,2,294
17,20,1,4,2,15,7,1,0,15,0,147
8,14,0,10,1,9,34,0,0,22,0,235
14,15,1,3,7,7,5,0,0,6,0,174
16,21,1,5,6,21,32,0,0,20,2,268
21,9,0,12,5,6,22,0,0,-17,0,134
6,5,2,5,1,17,36,0,0,15,2,139
5,8,1,5,5,8,7,0,0,24,1,230
8,11,0,5,6,16,58,0,0,12,1,207
11,13,0,2,2,7,45,0,1,8,2,214
12,10,0,9,2,15,44,0,0,14,2,188
10,9,0,2,7,16,45,0,0,-1,2,218
9,4,0,9,5,21,8,0,0,12,1,166
4,7,0,5,5,8,16,0,0,13,0,131
19,18,1,5,3,6,36,0,0,23,2,198
18,1,0,10,6,11,59,0,0,17,1,150
1,8,2,1,7,16,59,0,0,-12,2,240
9,3,0,12,5,14,45,0,1,-25,0,151
3,2,1,6,7,9,38,0,0,33,0,107
2,17,0,7,2,7,11,0,1,34,0,204
17,20,1,6,7,15,14,0,0,30,2,152
8,14,2,10,1,12,52,0,0,14,2,233
14,15,0,4,2,14,3,0,1,20,2,161
16,21,0,1,7,21,51,0,0,-13,0,277
21,9,0,11,3,18,29,0,0,4,0,141
6,5,0,12,3,6,8,0,1,-9,2,136
5,8,2,3,2,17,42,0,0,-4,2,262
8,11,1,3,4,7,49,0,0,6,0,221
11,13,1,1,2,21,3,1,0,-17,0,155
12,10,1,9,2,11,17,0,1,22,2,146
10,9,2,12,2,6,24,1,0,-12,0,169
9,4,0,8,3,17,5,0,1,29,0,163
4,7,1,12,7,17,25,0,0,-12,0,140
19,18,2,6,3,10,4,0,1,33,2,185
18,1,1,10,3,7,21,0,0,23,0,190
1,8,1,3,4,7,29,0,0,2,0,242
9,3,1,9,7,19,8,0,0,22,2,174
3,2,0,2,7,19,50,0,0,9,2,102
2,17,2,11,3,10,2,0,0,-7,0,231
17,20,0,11,3,14,40,0,0,-14,2,166
8,14,0,7,1,7,58,0,1,37,0,246
14,15,0,4,1,21,13,1,0,10,2,152
16,21,2,11,2,9,12,0,0,1,0,287
21,9,2,8,7,12,31,0,0,31,0,123
6,5,0,8,4,7,45,0,1,36,2,126
5,8,2,8,6,8,5,0,0,32,2,193
8,11,0,9,2,6,19,0,1,23,2,172
11,13,2,2,1,21,7,0,1,-3,2,187
12,10,0,7,1,21,34,0,1,31,1,156
10,9,2,6,7,15,16,0,0,30,2,171
9,4,1,5,5,19,36,0,0,17,0,173
4,7,1,10,3,20,5,0,0,22,0,125
19,18,2,3,4,21,38,0,0,-24,2,199
18,1,0,6,7,15,0,0,0,35,1,159
1,8,0,10,2,8,32,0,0,16,1,245
9,3,2,12,2,13,29,0,1,-15,0,153
3,2,1,12,5,6,28,1,0,-25,2,103
2,17,0,1,3,14,20,0,1,-4,0,213
17,20,1,2,6,14,41,0,0,-24,2,184
8,14,0,4,6,21,11,0,0,15,1,224
14,15,2,4,4,17,8,0,0,25,0,176
16,21,1,11,1,22,54,0,0,-21,2,288
21,9,2,1,4,13,5,0,1,-23,2,142
6,5,1,4,2,21,26,1,0,22,2,116
5,8,2,8,1,20,29,0,1,40,2,199
8,11,1,11,4,22,40,0,0,-22,2,206
11,13,2,5,7,19,35,0,0,10,1,190
12,10,1,12,5,14,32,1,0,-5,0,151
10,9,2,3,6,14,56,0,0,-1,2,203
9,4,2,4,1,7,21,1,0,11,0,148
4,7,0,5,7,13,47,0,0,17,0,121
19,18,1,6,5,20,22,0,0,31,0,180
18,1,2,10,4,15,58,0,0,11,1,176
1,8,2,5,6,14,7,0,0,13,1,218
9,3,1,3,2,18,16,0,0,-12,2,212
3,2,0,11,5,21,25,0,0,7,0,108
2,17,0,6,4,9,3,0,1,27,1,207
17,20,2,1,6,21,43,0,0,-21,2,139
8,14,1,11,3,22,48,0,0,-8,2,251
14,15,1,5,2,6,58,0,0,13,2,184
16,21,0,8,1,16,39,0,1,31,2,292
21,9,1,12,1,21,35,1,0,-8,0,132
6,5,1,2,7,12,0,0,0,-14,2,139
5,8,0,8,5,18,11,0,1,32,2,204
8,11,0,11,3,12,48,0,0,-17,0,191
11,13,1,4,3,20,8,1,0,21,2,172
12,10,2,2,1,21,5,0,0,9,2,171
10,9,1,12,2,6,47,1,0,-22,0,177
9,4,1,3,1,7,43,0,0,-15,2,215
4,7,1,1,4,16,8,0,1,8,2,143
19,18,2,1,7,8,31,0,0,-7,2,181
18,1,0,5,3,12,53,0,0,15,1,168
1,8,1,3,2,10,42,0,0,-14,0,224
9,3,0,9,5,9,37,0,0,24,2,160
3,2,0,12,6,15,4,0,0,-24,2,115
2,17,1,11,4,11,44,0,0,-15,0,227
17,20,1,9,6,9,34,0,0,13,1,157
8,14,1,6,4,13,3,0,1,26,2,211
14,15,1,3,6,15,35,0,0,-12,2,203
16,21,2,9,1,10,55,0,0,12,0,270
21,9,2,2,4,13,40,0,0,2,2,149
6,5,2,6,5,16,18,0,1,32,2,115
5,8,1,5,2,8,10,0,0,23,1,254
8,11,2,5,5,16,6,0,0,25,2,186
11,13,0,4,6,14,10,0,0,24,0,171
12,10,0,11,6,10,5,0,0,9,1,167
10,9,1,12,1,13,0,1,0,4,0,172
9,4,0,5,4,10,22,0,0,20,2,172
4,7,1,6,4,7,18,0,1,28,2,154
19,18,1,4,5,10,0,0,0,21,0,178
18,1,2,6,4,6,27,0,1,28,1,160
1,8,1,5,2,17,46,0,0,10,2,294
9,3,2,8,2,8,38,0,1,28,2,201
3,2,2,9,4,21,14,0,0,11,0,94
2,17,2,10,2,21,19,0,0,13,1,203
17,20,2,1,3,10,8,0,0,-11,0,162
8,14,1,11,7,8,38,0,0,7,1,250
14,15,0,10,7,13,42,0,0,11,2,168
16,21,2,2,5,13,36,0,0,-9,2,281
21,9,2,7,1,7,47,0,1,32,0,147
6,5,0,2,4,10,31,0,1,-2,2,125
5,8,0,12,6,7,41,0,0,-17,2,242
8,11,1,2,1,14,21,0,1,4,2,202
11,13,0,8,4,18,32,0,1,27,2,206
12,10,1,9,3,6,13,0,0,18,2,163
10,9,2,3,5,19,53,0,0,-9,2,216
9,4,2,10,2,16,1,0,0,25,1,161
4,7,2,1,6,19,38,0,0,9,0,129
19,18,0,3,3,12,41,0,0,6,2,205
18,1,0,8,1,10,19,0,1,39,0,145
1,8,0,5,2,13,59,0,0,16,1,201
9,3,0,12,6,12,51,0,0,-13,0,186
3,2,1,10,1,15,54,0,0,22,0,98
2,17,1,12,4,10,54,1,0,-10,2,231
17,20,0,9,5,21,15,0,1,17,0,141
8,14,0,8,4,21,34,0,1,39,2,213
14,15,2,7,7,22,54,0,0,26,1,157
16,21,1,5,5,15,9,0,0,12,2,274
21,9,1,7,5,13,1,0,1,26,1,141
6,5,0,9,3,22,35,0,1,24,0,119
5,8,0,12,4,12,35,0,0,-12,0,205
8,11,1,4,6,19,37,0,0,21,0,200
11,13,2,6,2,10,19,0,1,27,0,165
12,10,1,8,5,11,36,0,1,37,0,157
10,9,2,2,6,7,37,0,0,9,0,183
9,4,0,8,6,7,10,0,0,30,1,166
4,7,0,10,4,20,51,0,0,18,1,126
19,18,0,11,2,21,9,0,0,-21,0,184
18,1,1,8,7,15,20,0,0,33,0,153
1,8,2,9,2,14,34,0,0,25,0,202
9,3,2,11,7,14,15,0,0,2,2,179
3,2,0,12,1,17,16,1,0,-23,2,102
2,17,2,1,7,11,41,0,0,7,2,219
17,20,1,8,5,8,34,0,1,33,1,151
8,14,2,8,4,14,58,0,1,38,0,214
14,15,1,4,7,22,24,0,0,20,0,163
16,21,2,9,7,14,10,0,0,16,0,243
21,9,2,1,7,16,5,0,0,-6,0,134
6,5,0,9,4,9,33,0,0,20,1,121
5,8,1,4,2,9,41,0,1,18,0,191
8,11,2,6,1,9,31,0,1,36,0,180
11,13,1,12,3,19,53,1,0,-2,0,168
12,10,0,9,1,18,5,0,0,25,0,154
10,9,1,1,6,18,55,0,0,8,0,209
9,4,2,1,6,9,12,0,0,-20,0,177
4,7,2,12,5,7,8,1,0,6,1,151
19,18,0,8,7,8,56,0,0,32,2,200
18,1,0,10,7,11,39,0,0,19,1,161
1,8,0,10,5,8,47,0,0,16,1,260
9,3,1,2,3,20,9,0,1,-12,0,168
3,2,2,12,3,15,6,0,1,6,1,105
2,17,2,5,2,10,34,0,0,13,0,208
17,20,2,11,4,16,25,0,0,-4,2,176
8,14,1,9,2,13,58,0,1,15,0,226
14,15,0,3,6,17,48,0,0,2,2,199
16,21,0,11,3,17,33,0,0,-5,0,322
21,9,0,4,7,19,44,0,0,12,0,141
6,5,0,1,4,7,26,0,1,9,0,126
5,8,0,2,6,21,12,0,0,4,1,190
8,11,0,3,2,14,29,0,0,-19,2,188
11,13,0,8,6,10,34,0,0,36,2,206
12,10,0,2,7,19,38,0,0,-15,2,167
10,9,0,12,4,15,8,1,0,-5,0,159
9,4,1,8,4,9,58,0,1,32,2,199
4,7,0,2,5,11,44,0,1,1,0,120
19,18,1,10,3,8,0,0,0,20,2,207
18,1,2,3,6,10,36,0,0,-18,0,180
1,8,1,9,6,20,34,0,0,25,0,207
9,3,2,10,5,20,29,0,0,15,1,182
3,2,1,4,6,16,53,0,0,23,0,107
2,17,1,3,5,9,20,0,0,8,2,234
17,20,1,10,1,13,39,0,0,24,2,162
8,14,2,5,3,11,8,0,0,24,0,209
14,15,1,1,5,11,2,0,0,-3,0,166
16,21,0,5,7,9,2,0,0,15,0,239
21,9,1,6,5,15,16,0,0,36,2,143
6,5,1,6,3,9,11,0,1,36,2,134
5,8,0,4,5,18,25,0,0,21,0,225
8,11,1,2,3,7,36,0,1,-22,0,259
11,13,0,8,5,10,2,0,1,38,2,175
12,10,1,11,3,14,54,0,0,-22,2,176
10,9,0,1,2,12,41,1,0,-3,0,171
9,4,1,7,4,18,3,0,1,31,2,198
4,7,2,3,3,11,6,0,0,7,0,123
19,18,1,11,6,17,33,0,0,6,1,235
18,1,1,11,5,15,30,0,0,5,0,177
1,8,2,3,5,10,14,0,0,-5,0,208
9,3,2,7,2,22,12,0,1,32,0,161
3,2,2,5,7,7,50,0,0,14,1,112
2,17,2,9,5,8,54,0,0,13,1,253
17,20,2,5,6,11,8,0,0,13,1,152
8,14,1,10,3,19,53,0,0,10,1,232
14,15,0,7,5,11,25,0,1,36,1,158
16,21,0,7,7,21,58,0,0,34,2,274
21,9,0,5,4,19,3,0,0,22,1,139
6,5,1,2,1,14,0,0,0,-4,0,132
5,8,0,8,4,22,35,0,1,40,0,175
8,11,1,8,4,14,12,0,1,39,2,190
11,13,2,3,1,22,40,0,0,1,0,175
12,10,0,7,2,13,8,0,1,39,2,150
10,9,2,5,3,12,49,0,0,13,0,177
9,4,1,10,1,18,57,0,0,15,1,195
4,7,2,10,4,14,42,0,0,18,2,129
19,18,1,11,1,19,45,0,0,-17,0,182
18,1,0,6,2,15,11,0,0,34,2,164
1,8,1,10,5,18,46,0,0,13,1,223
9,3,2,2,7,8,57,0,0,-11,0,172
3,2,1,8,2,8,43,0,1,40,2,123
2,17,0,12,6,8,2,0,0,-25,2,218
17,20,2,10,5,20,28,0,0,19,0,139
8,14,0,10,4,20,34,0,0,19,0,218
14,15,0,8,2,16,11,0,1,28,2,163
16,21,0,9,6,13,49,0,0,22,1,268
21,9,2,6,2,15,10,0,0,35,2,138
6,5,0,7,7,10,0,0,0,34,0,115
5,8,1,4,7,13,48,0,0,12,2,212
8,11,1,9,5,22,25,0,0,11,0,176
11,13,0,4,4,17,45,1,0,13,2,173
12,10,2,11,5,12,3,0,0,-9,0,161
10,9,2,11,6,9,8,0,0,-6,2,194
9,4,2,1,5,9,31,1,0,-11,2,170
4,7,2,9,6,7,3,0,0,18,0,107
19,18,0,5,6,9,3,0,0,23,1,185
18,1,0,6,6,9,31,0,0,33,2,159
1,8,0,3,4,9,41,0,0,6,2,240
9,3,2,12,3,21,40,1,0,5,2,158
3,2,1,7,2,9,30,0,1,32,2,109
2,17,2,7,7,22,52,0,0,40,0,222
17,20,1,8,2,7,52,0,1,35,2,183
8,14,2,12,3,8,23,1,0,2,2,257
